"Number","Address","Data","Content","Time","AUX",
"186.0","00.14D6","02D6","debugIOFaultDriver","200 ns
400 ns","0000",
"","","","Memory Write","","",
"187.0","00.14D4","1405","debugIOFaultCode","200 ns
200 ns","0000",
"","","","Memory Write","","",
"188.0","00.14D4","00D4","debugIOFaultArg","3.490374284 s 
3.490374284 s ","0000",
"","","","Memory Write","","",
"190.0","00.DEC0","FF3B","void ioFault (IO_FAULT_DRIVER id, IO_FAULT_CODE code, IO_FAULT_ARG arg)","1.502273916 s 
1.502273916 s 
1.502273916 s 
1.502273916 s ","0000",
"","","","ioFault","","",
"","","","3B PSHD     ","","",
"","","","OP-CODE Fetch","","",
"192.0","00.DEBA","DE50","(void)_asm ("orcc #0x50\n");","204.685400 ms
204.687434 ms
204.685400 ms
204.685400 ms","0000",
"","","","systemFault","","",
"","","","DE50 LDX      TC0 (50)","","",
"","","","OP-CODE Fetch","","",
"194.0","00.D126","D744","ldab    #0x44       ; Select 2**20 divisor and suspend on BDM","8.249467284 s 
8.249467284 s 
2.034 us","0000",
"","","","D7 TSTB     ","","",
"","","","OP-CODE Fetch","","",
"195.0","00.003C","443C","COPCTL","19.224900 ms
19.224900 ms","0000",
"","","","Memory Write","","",
"197.0","00.14D4","3FEC","debugIOFaultArg","0 ns
366 ns
366 ns","0000",
"","","","debugIOFaultCode","","",
"","","","Memory Write","","",
"198.0","00.14D6","42E7","debugIOFaultDriver","0 ns
7.936400 ms
7.936400 ms","0000",
"","","","CfgRxBuf","","",
"","","","Memory Write","","",
"199.0","00.14D4","01D4","debugIOFaultArg","117 ns
117 ns","0000",
"","","","Memory Write","","",
"200.0","00.14D4","02D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"201.0","00.14D4","04D4","debugIOFaultArg","166 ns
166 ns","0000",
"","","","Memory Write","","",
"202.0","00.14D4","08D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"203.0","00.14D4","10D4","debugIOFaultArg","150 ns
150 ns","0000",
"","","","Memory Write","","",
"204.0","00.14D4","20D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"205.0","00.14D4","40D4","debugIOFaultArg","166 ns
166 ns","0000",
"","","","Memory Write","","",
"206.0","00.14D4","80D4","debugIOFaultArg","167 ns
167 ns","0000",
"","","","Memory Write","","",
"207.0","00.14D4","00D4","debugIOFaultArg","483 ns
2.233 us","0000",
"","","","Memory Write","","",
"208.0","00.14D4","1401","debugIOFaultCode","117 ns
1.750 us","0000",
"","","","Memory Write","","",
"209.0","00.14D4","1402","debugIOFaultCode","167 ns
1.633 us","0000",
"","","","Memory Write","","",
"210.0","00.14D4","1404","debugIOFaultCode","166 ns
1.466 us","0000",
"","","","Memory Write","","",
"211.0","00.14D4","1408","debugIOFaultCode","167 ns
1.300 us","0000",
"","","","Memory Write","","",
"212.0","00.14D4","1410","debugIOFaultCode","150 ns
1.133 us","0000",
"","","","Memory Write","","",
"213.0","00.14D4","1420","debugIOFaultCode","167 ns
983 ns","0000",
"","","","Memory Write","","",
"214.0","00.14D4","1440","debugIOFaultCode","166 ns
816 ns","0000",
"","","","Memory Write","","",
"215.0","00.14D4","1480","debugIOFaultCode","167 ns
650 ns","0000",
"","","","Memory Write","","",
"216.0","00.14D4","1400","debugIOFaultCode","483 ns
483 ns","0000",
"","","","Memory Write","","",
"217.0","00.14D6","01D6","debugIOFaultDriver","117 ns
117 ns","0000",
"","","","Memory Write","","",
"218.0","00.14D6","02D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"219.0","00.14D6","04D6","debugIOFaultDriver","166 ns
166 ns","0000",
"","","","Memory Write","","",
"220.0","00.14D6","08D6","debugIOFaultDriver","150 ns
150 ns","0000",
"","","","Memory Write","","",
"221.0","00.14D6","10D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"222.0","00.14D6","20D6","debugIOFaultDriver","167 ns
167 ns","0000",
"","","","Memory Write","","",
"223.0","00.14D6","40D6","debugIOFaultDriver","166 ns
166 ns","0000",
"","","","Memory Write","","",
"224.0","00.14D6","80D6","debugIOFaultDriver","150 ns
150 ns","0000",
"","","","Memory Write","","",
"225.0","00.14D6","00D6","debugIOFaultDriver","19.645800 ms
19.645800 ms","0000",
