"Number","Address","Data","Content","Time","AUX",
"164.0","00.14D2","1401","debugForeGndTaskNum","2.767 us
>680.581100 ms","0000",
"","","","Memory Write","","",
"165.0","00.14D2","1402","debugForeGndTaskNum","205.000 us
>680.578333 ms","0000",
"","","","Memory Write","","",
"166.0","00.14D2","1402","debugForeGndTaskNum","2.767 us
>680.373333 ms","0000",
"","","","Memory Write","","",
"167.0","00.14D2","1403","debugForeGndTaskNum","6.383 us
>680.370566 ms","0000",
"","","","Memory Write","","",
"168.0","00.14D2","1403","debugForeGndTaskNum","2.767 us
>680.364183 ms","0000",
"","","","Memory Write","","",
"169.0","00.14D2","1404","debugForeGndTaskNum","298.750 us
>680.361416 ms","0000",
"","","","Memory Write","","",
"170.0","00.14D2","1404","debugForeGndTaskNum","2.766 us
>680.062666 ms","0000",
"","","","Memory Write","","",
"171.0","00.14D2","1405","debugForeGndTaskNum","230.684 us
>680.059900 ms","0000",
"","","","Memory Write","","",
"172.0","00.14D2","1405","debugForeGndTaskNum","2.766 us
>679.829216 ms","0000",
"","","","Memory Write","","",
"173.0","00.14D2","1406","debugForeGndTaskNum","2.314700 ms
>679.826450 ms","0000",
"","","","Memory Write","","",
"174.0","00.14D2","1406","debugForeGndTaskNum","2.767 us
>677.511750 ms","0000",
"","","","Memory Write","","",
"175.0","00.14D2","1407","debugForeGndTaskNum","20.783 us
>677.508983 ms","0000",
"","","","Memory Write","","",
"176.0","00.14D2","1407","debugForeGndTaskNum","2.767 us
>677.488200 ms","0000",
"","","","Memory Write","","",
"177.0","00.14D2","1408","debugForeGndTaskNum","791.050 us
>677.485433 ms","0000",
"","","","Memory Write","","",
"178.0","00.14D2","1408","debugForeGndTaskNum","2.767 us
>676.694383 ms","0000",
"","","","Memory Write","","",
"179.0","00.14D2","1409","debugForeGndTaskNum","14.966 us
>676.691616 ms","0000",
"","","","Memory Write","","",
"180.0","00.14D2","1409","debugForeGndTaskNum","5.964217 ms
>676.676650 ms","0000",
"","","","Memory Write","","",
"181.0","00.14D2","1400","debugForeGndTaskNum","101.900 us
>670.712433 ms","0000",
"","","","Memory Write","","",
"182.0","00.14D2","1400","debugForeGndTaskNum","2.767 us
>670.610533 ms","0000",
"","","","Memory Write","","",
"183.0","00.14D2","1401","debugForeGndTaskNum","29.200 us
>670.607766 ms","0000",
"","","","Memory Write","","",
"184.0","00.14D2","1401","debugForeGndTaskNum","2.766 us
>670.578566 ms","0000",
"","","","Memory Write","","",
"185.0","00.14D2","1402","debugForeGndTaskNum","205.017 us
>670.575800 ms","0000",
"","","","Memory Write","","",
"186.0","00.14D2","1402","debugForeGndTaskNum","2.767 us
>670.370783 ms","0000",
"","","","Memory Write","","",
"187.0","00.14D2","1403","debugForeGndTaskNum","6.383 us
>670.368016 ms","0000",
"","","","Memory Write","","",
"188.0","00.14D2","1403","debugForeGndTaskNum","2.783 us
>670.361633 ms","0000",
"","","","Memory Write","","",
"189.0","00.14D2","1404","debugForeGndTaskNum","307.634 us
>670.358850 ms","0000",
"","","","Memory Write","","",
"190.0","00.14D2","1404","debugForeGndTaskNum","2.766 us
>670.051216 ms","0000",
"","","","Memory Write","","",
"191.0","00.14D2","1405","debugForeGndTaskNum","114.650 us
>670.048450 ms","0000",
"","","","Memory Write","","",
"192.0","00.14D2","1405","debugForeGndTaskNum","2.767 us
>669.933800 ms","0000",
"","","","Memory Write","","",
"193.0","00.14D2","1406","debugForeGndTaskNum","3.090867 ms
>669.931033 ms","0000",
"","","","Memory Write","","",
"194.0","00.14D2","1406","debugForeGndTaskNum","2.783 us
>666.840166 ms","0000",
"","","","Memory Write","","",
"195.0","00.14D2","1407","debugForeGndTaskNum","20.783 us
>666.837383 ms","0000",
"","","","Memory Write","","",
"196.0","00.14D2","1407","debugForeGndTaskNum","2.767 us
>666.816600 ms","0000",
"","","","Memory Write","","",
"197.0","00.14D2","1408","debugForeGndTaskNum","804.400 us
>666.813833 ms","0000",
"","","","Memory Write","","",
"198.0","00.14D2","1408","debugForeGndTaskNum","2.767 us
>666.009433 ms","0000",
"","","","Memory Write","","",
"199.0","00.14D2","1409","debugForeGndTaskNum","14.966 us
>666.006666 ms","0000",
"","","","Memory Write","","",
"200.0","00.14D2","1409","debugForeGndTaskNum","5.303734 ms
>665.991700 ms","0000",
"","","","Memory Write","","",
"201.0","00.14D2","1400","debugForeGndTaskNum","101.900 us
>660.687966 ms","0000",
"","","","Memory Write","","",
"202.0","00.14D2","1400","debugForeGndTaskNum","2.783 us
>660.586066 ms","0000",
"","","","Memory Write","","",
"203.0","00.14D2","1401","debugForeGndTaskNum","29.117 us
>660.583283 ms","0000",
"","","","Memory Write","","",
